1 	 0.736543 	 0.002359 
2 	 0.735238 	 0.005098 
3 	 0.780282 	 0.006308 
4 	 0.728501 	 0.008923 
5 	 0.792540 	 0.012322 
6 	 0.828219 	 0.013191 
7 	 0.787496 	 0.015460 
8 	 0.793016 	 0.017498 
9 	 0.742751 	 0.019754 
10 	 0.803139 	 0.022111 
11 	 0.787972 	 0.023856 
12 	 0.797831 	 0.027136 
13 	 0.782169 	 0.028395 
14 	 0.774198 	 0.030631 
15 	 0.797160 	 0.032617 
16 	 0.799418 	 0.035403 
17 	 0.803933 	 0.037447 
18 	 0.818959 	 0.040549 
19 	 0.798642 	 0.042268 
20 	 0.784815 	 0.043464 
21 	 0.810053 	 0.047024 
22 	 0.837795 	 0.048162 
23 	 0.808977 	 0.051498 
24 	 0.795520 	 0.054228 
25 	 0.800406 	 0.063120 
