1 	 0.411409 	 1.056719 
2 	 0.411409 	 1.055780 
3 	 0.411409 	 1.057909 
4 	 0.411409 	 1.074702 
5 	 0.411409 	 1.063694 
6 	 0.411409 	 1.062841 
7 	 0.411409 	 1.067792 
8 	 0.411409 	 1.062289 
9 	 0.411409 	 1.062966 
10 	 0.411409 	 1.065742 
11 	 0.411409 	 1.064790 
12 	 0.411409 	 1.072509 
13 	 0.411409 	 1.063830 
14 	 0.411409 	 1.086416 
15 	 0.411409 	 1.123484 
16 	 0.411409 	 1.105290 
17 	 0.411409 	 1.180047 
18 	 0.411409 	 1.132737 
19 	 0.411409 	 1.064516 
20 	 0.411409 	 1.143685 
21 	 0.411409 	 1.211224 
22 	 0.411409 	 1.079313 
23 	 0.411409 	 1.107337 
24 	 0.411409 	 1.071468 
25 	 0.411409 	 1.076371 
