1	0.9813	0.115124503924
2	0.9672	0.20559316362
3	0.9877	0.291079454528
4	0.9667	0.382334545338
5	0.9788	0.470326356624
6	0.9894	0.554395023529
7	0.9726	0.655013969392
8	0.9849	0.75474940905
9	0.9828	0.845734573765
10	0.9854	0.917264579593
11	0.9869	1.08765307247
12	0.988	1.08393308946
13	0.9822	1.25754062511
14	0.9876	1.29488791104
15	0.9888	1.36200120504
16	0.9876	1.43434877155
17	0.9806	1.53050308244
18	0.9722	1.60491584982
19	0.9925	1.69758979343
20	0.9811	1.80769916061
21	0.9836	1.88765831534
22	0.9867	1.99199847301
23	0.9884	2.08068701311
24	0.9866	2.14556676083
25	0.9866	2.14556676083
