1 	 0.374119 	 0.004773 
2 	 0.335646 	 0.009935 
3 	 0.304090 	 0.013736 
4 	 0.343328 	 0.018792 
5 	 0.299787 	 0.026402 
6 	 0.283683 	 0.029801 
7 	 0.328705 	 0.035849 
8 	 0.330138 	 0.037641 
9 	 0.311272 	 0.041465 
10 	 0.291000 	 0.046627 
11 	 0.308060 	 0.053536 
12 	 0.296836 	 0.056050 
13 	 0.313664 	 0.062590 
14 	 0.290194 	 0.064561 
15 	 0.314638 	 0.067547 
16 	 0.292907 	 0.071963 
17 	 0.306601 	 0.076353 
18 	 0.315451 	 0.084888 
19 	 0.308713 	 0.087578 
20 	 0.323198 	 0.096843 
21 	 0.311743 	 0.094302 
22 	 0.309399 	 0.097416 
23 	 0.302481 	 0.102680 
24 	 0.287243 	 0.108324 
25 	 0.294511 	 0.115549 
